name,state,published,closing
Stryker Medical Catalog,"
								Iowa","
								08/13/2021","
								09/08/2021"
HVAC Renovation at McMurray Middle School,"
								Tennessee","
								08/13/2021","
								09/08/2021"
Work Order Construction Management Services for Transit Facilities,"
								Washington","
								08/13/2021","
								09/08/2021"
Furniture for the new Music Center,"
								Tennessee","
								08/13/2021","
								09/08/2021"
ATHLETIC VENUE CLEANING SERVICES AND DAILY CLEANING OF ATHLETIC FACILITIES,"
								Mississippi","
								08/13/2021","
								09/08/2021"
CARBONLESS (CF/CB/CFB) PAPER,"
								Pennsylvania","
								08/13/2021","
								09/08/2021"
Replace Upper Bearing Assembly in an Open Screw Pump at the Waste Water Treatment Facility,"
								Virginia","
								08/13/2021","
								09/08/2021"
CyRide 2022 HVAC Improvement Project,"
								Iowa","
								08/13/2021","
								09/08/2021"
Remove and replace existing shingle/EPDM roof and gutters on Memorial Gym (Health & P.E. Building). Alt #1: Remove and replace existing EPDM roof and scuppers on Military Science (ROTC Building).,"
								Tennessee","
								08/13/2021","
								09/08/2021"
Portable Sleep Apnea Machines,"
								Iowa","
								08/13/2021","
								08/26/2021"
New County Courthouse – Furnishings Package,"
								Illinois","
								08/13/2021","
								09/07/2021"
WATERCLIFF ST. DRAINAGE CONTROL PROJECT @ LONACONING,"
								Maryland","
								08/13/2021","
								09/08/2021"
Metal Snow Guards,"
								Iowa","
								08/13/2021","
								08/18/2021"
"CUNY Queens College - Furnish, Deliver and Install Marker Boards","
								New York","
								08/13/2021","
								09/08/2021"
"ON-CALL CUT AND SHOVE CREW FOR REMOVAL OF STORM RELATED DEBRIS FROM STATE MAINTAINED ROADWAYS IN BEAUFORT, GREENE, LENOIR, AND PITT","
								North Carolina","
								08/13/2021","
								09/08/2021"
Inspection and Testing of Fire Alarm Systems,"
								Virginia","
								08/13/2021","
								09/08/2021"
LABOR FOR DRAWBRIDGE OPERATION OVER THE TRENT RIVER,"
								North Carolina","
								08/13/2021","
								09/08/2021"
"MILLING, STRENGTHENING, RESURFACING, AND SHOULDER RECONSTRUCTION OF VARIOUS ROUTES IN CARTERET COUNTY","
								North Carolina","
								08/13/2021","
								09/08/2021"
PLANTING FOR US 70 AND SANDERSON WAY HIGHWAY LANDSCAPE PROJECT,"
								North Carolina","
								08/13/2021","
								09/08/2021"
Computer Equipment,"
								Illinois","
								08/13/2021","
								09/01/2021"
Wilson Hall Furniture Expansion,"
								Michigan","
								08/13/2021","
								09/08/2021"
"MILLING, STRENGTHENING, RESURFACING, AND SHOULDER RECONSTRUCTION OF VARIOUS ROUTES IN PITT COUNTY","
								North Carolina","
								08/13/2021","
								09/08/2021"
Irvins Creek Greenway - Idlewild Road to Sam Newell Road,"
								North Carolina","
								08/13/2021","
								09/08/2021"
Request for Qualifications for GIS Software Licenses and Maintenance / Support,"
								North Dakota","
								08/13/2021","
								09/02/2021"
Accounting and Audit Services,"
								Mississippi","
								08/13/2021","
								09/08/2021"
"Loading, Hauling and Disposal of Sewage Sludge and Grit from GIWWTP","
								Connecticut","
								08/13/2021","
								09/08/2021"
Simsbury Farms Main Recreation Building Painting,"
								Connecticut","
								08/13/2021","
								09/08/2021"
UMass Amherst Campus Center Parcel & Print Shop Service Lease,"
								Massachusetts","
								08/13/2021","
								08/25/2021"
,,,
"US-131 - M-89 to M-222, Concrete Pavement Repairs - MDOT","
								Michigan","
								08/13/2021","
								08/19/2021"
FENCING MATERIAL - HILO MUNI GOLF COURSE BASEYARD JOB,"
								Hawaii","
								08/13/2021","
								08/17/2021"
GRENADES & LAUNCHER FOR SRT,"
								Hawaii","
								08/13/2021","
								08/18/2021"
"WEEDEATER, HAND HELD BLOWER, LAWNMOWER","
								Hawaii","
								08/13/2021","
								08/18/2021"
BACKPACK BLOWERS,"
								Hawaii","
								08/13/2021","
								08/18/2021"
VAULT TOILET PUMPING,"
								New Mexico","
								08/13/2021","
								09/02/2021"
"WEEDEATER, HAND HELD BLOWER, CHAINSAW","
								Hawaii","
								08/13/2021","
								08/18/2021"
Bronson Park Shared Use Path,"
								Ohio","
								08/13/2021","
								09/07/2021"
"DBE subcontractors / vendors / service providers, for Contract 20-083X, PORTAL NORTH BRIDGE PROJECT IN THE BOROUGHS OF HUDSON CITY, NJ","
								New Jersey","
								08/13/2021","
								08/27/2021"
Street Sweep,"
								California","
								08/13/2021","
								08/26/2021"
To Provide Design Professional Services for Project No.TCSG-380 Regional Transportation Center,"
								Georgia","
								08/13/2021","
								09/08/2021"
SECTION 125 ADMINISTRATION SERVICES,"
								Missouri","
								08/13/2021","
								08/31/2021"
PROFESSIONAL ENGINEERING SERVICES FOR 2021-2022 NBIS BRIDGE RE-EVALUATION SURVEY PROGRAM FOR CAPE MAY COUNTY BRIDGE COMMISSION,"
								New Jersey","
								08/13/2021","
								09/08/2021"
Riley County Transfer Station Truck Scale,"
								Kansas","
								08/13/2021","
								09/02/2021"
Construction Engineering & Inspection Services for Lake Wilson Road Widening,"
								Florida","
								08/13/2021","
								09/08/2021"
"New York State Office for People with Developmental Disabilities, Sunmount DDSO, Building 8 Replace Steam & Condensate Piping and Asbestos Abatement","
								New York","
								08/13/2021","
								09/08/2021"
On-Board Survey,"
								Washington","
								08/13/2021","
								08/27/2021"
LED Entrance Signs for City of Carlsbad,"
								New Mexico","
								08/13/2021","
								09/03/2021"
W. 32nd Avenue Bridge Replacement Project No. T.0-30.8,"
								Kansas","
								08/13/2021","
								09/02/2021"
Hope Garage Generator Project,"
								New Jersey","
								08/13/2021","
								09/08/2021"
Cybersecurity Consulting Services,"
								California","
								08/13/2021","
								08/27/2021"
Janitorial Supplies,"
								New York","
								08/13/2021","
								09/02/2021"
2021 Community Needs Assessment,"
								California","
								08/13/2021","
								09/02/2021"
2021 Street Resurfacing,"
								North Carolina","
								08/13/2021","
								08/26/2021"
"Dakota Events Complex, Livestock Complex","
								South Dakota","
								08/13/2021","
								08/24/2021"
Residential Septic System Replacement,"
								Michigan","
								08/13/2021","
								09/01/2021"
Tortillas,"
								California","
								08/13/2021","
								08/26/2021"
Indefinite Delivery Indefinite Quantity Contract,"
								Ohio","
								08/13/2021","
								08/26/2021"
Public Outreach Program Services for Time-of-Use Rate Implementation,"
								California","
								08/13/2021","
								09/21/2021"
2442 WLSP Sinkhole Lake Restoration,"
								Washington","
								08/13/2021","
								08/26/2021"
"Motor Vehicle Oil, Lubricants and Fluids","
								New York","
								08/13/2021","
								09/02/2021"
WANTED TO LEASE  BY THE STATE OF CALIFORNIA - Sacramento,"
								California","
								08/13/2021","
								08/27/2021"
PUMPS TROUBLESHOOT & REPAIR SERVICES,"
								Rhode Island","
								08/13/2021","
								08/30/2021"
Precast Storm Drainage Structures and Reinforced Concrete Pipe,"
								New York","
								08/13/2021","
								09/02/2021"
Alum Creek and Shawnee State Parks Interactive Nature Displays,"
								Ohio","
								08/13/2021","
								09/08/2021"
N15 Facilities Management Building – Exterior Siding Replacement,"
								California","
								08/13/2021","
								09/21/2021"
Provide Snow Hauling Services,"
								Alaska","
								08/13/2021","
								09/08/2021"
Professional Plan Check & Inspection Consulting Services for Public Works,"
								California","
								08/13/2021","
								09/08/2021"
LIMESTONE (23A & OHIO #2),"
								Michigan","
								08/13/2021","
								08/26/2021"
Valley Junction Business District Snow Removal & Ice Control Services,"
								Iowa","
								08/13/2021","
								08/25/2021"
FAITH-BASED RESIDENTIAL PROGRAM SERVICES,"
								Ohio","
								08/13/2021","
								09/08/2021"
"Books, e-books, journals, databases, and publications in all formats","
								New York","
								08/13/2021","
								08/19/2021"
Surprise Billing—Arbitration Entity,"
								Ohio","
								08/13/2021","
								09/08/2021"
RFQ - Flooring Supplies Cost Sheet,"
								Tennessee","
								08/13/2021","
								09/08/2021"
12 Month Quote with Terms for Patches and Emblems,"
								Texas","
								08/13/2021","
								08/25/2021"
On-line Financial Literacy Program,"
								Arkansas","
								08/13/2021","
								09/08/2021"
Galveston Strand Study Engineering,"
								Texas","
								08/13/2021","
								09/08/2021"
"Skating Rink/Swimming Pool Complex Design, Construction, & Management Request for Proposals (RFP)","
								Massachusetts","
								08/13/2021","
								09/08/2021"
Augusta Water Treatment Plant Improvements Project,"
								Kentucky","
								08/13/2021","
								08/27/2021"
Sidewalk & Crossing Guard Snow Removal & Ice Control Services,"
								Iowa","
								08/13/2021","
								08/25/2021"
Boiler and Hot Water Heater Maint.,"
								Illinois","
								08/13/2021","
								09/08/2021"
"Material, installation and other work to be done in connection with the roof replacement at the Civic Center Station","
								New Jersey","
								08/13/2021","
								09/08/2021"
Advanced Technology Center Bid Release 1c,"
								Illinois","
								08/13/2021","
								09/01/2021"
Multi-Function Products,"
								Florida","
								08/13/2021","
								09/07/2021"
Ford Police Interceptor Utility Hybrids,"
								California","
								08/13/2021","
								09/07/2021"
Fire Alarm System Upgrade,"
								Georgia","
								08/13/2021","
								09/22/2021"
RecPlex Snow Removal & Ice Control Services,"
								Iowa","
								08/13/2021","
								08/25/2021"
JACOBS CREEK AREA SEWER REHABILITATION,"
								New Jersey","
								08/13/2021","
								09/08/2021"
Banking Services,"
								California","
								08/13/2021","
								08/26/2021"
Advanced Technology Center Bid Release 1c,"
								Illinois","
								08/13/2021","
								09/01/2021"
"Roadway and Infrastructure Improvements Elm St, Walnut St, North St, Division St, Center St & Orchard St","
								Illinois","
								08/13/2021","
								08/30/2021"
Advanced Technology Center Bid Release 1c,"
								Illinois","
								08/13/2021","
								09/01/2021"
Exterior Pressure Wash and Staining of Cabins at Bear Creek Lake State Park,"
								Virginia","
								08/13/2021","
								09/01/2021"
Rewire structure at the SWVM State Park,"
								Virginia","
								08/13/2021","
								09/09/2021"
Invitation to Bid - IMC (Indianapolis Maintenance Center) – New DX Units for Main Server Room at the Indianapolis International Airport,"
								Indiana","
								08/13/2021","
								09/08/2021"
Battery 5 and 6 Activated Sludge Transfer Pumps Replacement at South Shore Water Reclamation Facility,"
								Wisconsin","
								08/13/2021","
								09/08/2021"
124th Avenue NE- NE 12th Street to NE Spring Boulevard,"
								Washington","
								08/13/2021","
								09/02/2021"
Vehicles,"
								Kentucky","
								08/13/2021","
								09/08/2021"
CAPITAL IMPROVEMENT TO THE MAIN ENTRANCE 2021,"
								Illinois","
								08/13/2021","
								09/02/2021"
MODIFICATIONS TO BUILDING 307 AT CEDAR COURT HOMES FOR THE HOUSING AUTHORITY OF ELLAVILLE,"
								Georgia","
								08/13/2021","
								09/08/2021"
Auburn University Bookstore Point of Sale System,"
								Alabama","
								08/13/2021","
								09/08/2021"
HICKORY COVE RECONSTRUCTION PROJECT,"
								Illinois","
								08/13/2021","
								09/06/2021"
MA Statewide Vending Machine Contract,"
								Alabama","
								08/13/2021","
								09/08/2021"
NORTH 16TH STREET BRIDGE REPLACEMENT,"
								Louisiana","
								08/13/2021","
								09/08/2021"
Incentive Program,"
								Virginia","
								08/13/2021","
								09/01/2021"
REQUEST FOR SOLE SOURCE PURCHASE OF CHEMINERT MODEL C25Z VALVES,"
								Florida","
								08/13/2021","
								08/27/2021"
DENOW ROAD AREA SEWER REHABILITATION,"
								New Jersey","
								08/13/2021","
								09/08/2021"
Stormwater Master Plan,"
								Texas","
								08/13/2021","
								09/08/2021"
"INNOVATION, FABRICATION DIGITAL MEDIA EQUIPMENT 2021-2022 SCHOOL TERM","
								Pennsylvania","
								08/13/2021","
								09/08/2021"
Re-warding and Re-districting Services,"
								New Jersey","
								08/13/2021","
								09/08/2021"
Arrowhead Golf Club Food Supplies 2021,"
								Illinois","
								08/13/2021","
								09/02/2021"
Election Night Reporting,"
								Pennsylvania","
								08/13/2021","
								09/08/2021"
Case CE BN Industrial Equipment SW,"
								Louisiana","
								08/13/2021","
								09/08/2021"
Schram Road over Western Sarpy Ditch (Bridge Replacements) New RCB Culverts Project C-77(24-04),"
								Nebraska","
								08/13/2021","
								09/08/2021"
Decorative Street Lights,"
								Rhode Island","
								08/13/2021","
								09/08/2021"
"ELECTRONIC FLASH BUTT WELDING OF PATCO SUPPLIED RAIL SECTIONS, 136 LB RE AND 132 LB RE","
								New Jersey","
								08/13/2021","
								09/08/2021"
Vortex Dimondback HD Binoculars 12x50mm,"
								Virginia","
								08/13/2021","
								08/17/2021"
"2021 Water Main Replacement Project Leeward Avenue, Ocean Street and Pelham Avenue","
								New Jersey","
								08/13/2021","
								09/08/2021"
ML KING BLVD: S CLAIBORNE - ST. CHARLES,"
								Louisiana","
								08/13/2021","
								09/08/2021"
